"ERR","Element.symbol","Subclass","ST","Source","Type"
"ERR11968422","blaTEM-1","BETA-LACTAM","8881","Human","ESBL"
"ERR11968423","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968423","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968423","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968424","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968424","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968425","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968425","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968426","blaCTX-M-15","CEPHALOSPORIN","2689","Human","ESBL"
"ERR11968426","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR11968427","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968427","blaTEM-1","BETA-LACTAM","1193","Human","ESBL"
"ERR11968427","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968428","blaOXA-1","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968428","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968428","blaCTX-M-27","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968428","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968428","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968429","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968429","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968429","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968431","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968431","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968431","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11968433","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968433","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968433","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968437","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968437","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968437","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968438","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968438","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968438","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968438","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968439","blaCTX-M-27","CEPHALOSPORIN","354","Human","ESBL"
"ERR11968439","blaTEM-1","BETA-LACTAM","354","Human","ESBL"
"ERR11968439","blaOXA","BETA-LACTAM","354","Human","ESBL"
"ERR11968439","blaEC","BETA-LACTAM","354","Human","ESBL"
"ERR11968440","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968440","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968440","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968440","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968441","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968441","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968441","blaTEM-1","BETA-LACTAM","1193","Human","ESBL"
"ERR11968442","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR11968442","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968442","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR11968442","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968442","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968442","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968442","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR11968442","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968445","blaTEM","BETA-LACTAM","6431","Human","ESBL"
"ERR11968445","blaCTX-M-15","CEPHALOSPORIN","6431","Human","ESBL"
"ERR11968445","blaEC","BETA-LACTAM","6431","Human","ESBL"
"ERR11968447","blaCMY","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968447","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR11968447","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968447","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968447","blaOXA","BETA-LACTAM","410","Human","ESBL"
"ERR11968447","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR11968447","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968447","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR11968448","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968448","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968448","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968448","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968448","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968449","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968449","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968449","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968449","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968449","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968450","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968450","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968450","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968450","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968450","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968451","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968451","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968451","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968451","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968452","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR11968452","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11968453","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968453","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968453","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11968454","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968454","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968454","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968454","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968455","blaDHA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968455","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968455","blaOXA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968455","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR11968455","blaTEM-1","BETA-LACTAM","648","Human","ESBL"
"ERR11968456","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR11968456","blaCTX-M","CEPHALOSPORIN","38","Human","ESBL"
"ERR11968456","blaTEM-1","BETA-LACTAM","38","Human","ESBL"
"ERR11968461","blaCTX-M-15","CEPHALOSPORIN","394","Human","ESBL"
"ERR11968461","blaEC","BETA-LACTAM","394","Human","ESBL"
"ERR11968461","blaTEM","BETA-LACTAM","394","Human","ESBL"
"ERR11968463","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968463","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968463","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968464","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968464","blaOXA-1","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968464","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968465","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968465","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968466","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR11968466","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968466","blaOXA","BETA-LACTAM","648","Human","ESBL"
"ERR11968467","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968467","blaOXA-1","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968467","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968468","blaCTX-M-15","CEPHALOSPORIN","393","Human","ESBL"
"ERR11968468","blaEC","BETA-LACTAM","393","Human","ESBL"
"ERR1211707","blaACT-56","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211707","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR1211707","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211707","blaOXA-1","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211708","blaMIR","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211709","blaACT","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211709","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR1211710","blaOXA","BETA-LACTAM","-","Human","ESBL"
"ERR1211712","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211712","blaOXA-1","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211712","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR1211712","blaCMY","CEPHALOSPORIN","-","Human","ESBL"
"ERR1211713","blaOXA-301","CARBAPENEM","-","Animal","ESBL"
"ERR1211714","blaTEM-1","BETA-LACTAM","38","Animal","ESBL"
"ERR1211714","blaCTX-M-15","CEPHALOSPORIN","38","Animal","ESBL"
"ERR1211714","blaEC","BETA-LACTAM","38","Animal","ESBL"
"ERR1211715","blaCTX-M-15","CEPHALOSPORIN","5173","Animal","ESBL"
"ERR1211715","blaEC","BETA-LACTAM","5173","Animal","ESBL"
"ERR1211716","blaCTX-M-15","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211716","blaOXA-1","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211716","blaSHV-11","BETA-LACTAM","-","Animal","ESBL"
"ERR1211717","blaSHV-11","BETA-LACTAM","-","Animal","ESBL"
"ERR1211717","blaCTX-M-15","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211717","blaOXA-1","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211718","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","-","Animal","ESBL"
"ERR1211718","blaTEM","BETA-LACTAM","-","Animal","ESBL"
"ERR1211718","blaCTX-M-15","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211718","blaSHV-1","BETA-LACTAM","-","Animal","ESBL"
"ERR1211719","blaTEM-1","BETA-LACTAM","-","Animal","ESBL"
"ERR1211719","blaCTX-M-15","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211719","blaOXA-1","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211719","blaCMY","CEPHALOSPORIN","-","Animal","ESBL"
"ERR1211720","blaOXA","BETA-LACTAM","-","Animal","ESBL"
"ERR1211721","blaEC","BETA-LACTAM","2852","Animal","ESBL"
"ERR1211721","blaTEM-1","BETA-LACTAM","2852","Animal","ESBL"
"ERR1211721","blaCTX-M-15","CEPHALOSPORIN","2852","Animal","ESBL"
"ERR1211722","blaCTX-M-15","CEPHALOSPORIN","1049","Animal","ESBL"
"ERR1211722","blaEC","BETA-LACTAM","1049","Animal","ESBL"
"ERR1211722","blaTEM-1","BETA-LACTAM","1049","Animal","ESBL"
"ERR1211723","blaCTX-M-15","CEPHALOSPORIN","1421","Animal","ESBL"
"ERR1211723","blaTEM-1","BETA-LACTAM","1421","Animal","ESBL"
"ERR1211723","blaEC","BETA-LACTAM","1421","Animal","ESBL"
"ERR1211724","blaCTX-M-15","CEPHALOSPORIN","131","Animal","ESBL"
"ERR1211724","blaEC","BETA-LACTAM","131","Animal","ESBL"
"ERR1211725","blaTEM-1","BETA-LACTAM","38","Animal","ESBL"
"ERR1211725","blaCTX-M-15","CEPHALOSPORIN","38","Animal","ESBL"
"ERR1211725","blaEC","BETA-LACTAM","38","Animal","ESBL"
"ERR1211726","blaCTX-M-15","CEPHALOSPORIN","10","Animal","ESBL"
"ERR1211726","blaTEM-1","BETA-LACTAM","10","Animal","ESBL"
"ERR1211726","blaEC","BETA-LACTAM","10","Animal","ESBL"
"ERR1211727","blaEC","BETA-LACTAM","394","Animal","ESBL"
"ERR1211727","blaCTX-M-15","CEPHALOSPORIN","394","Animal","ESBL"
"ERR1211727","blaTEM-1","BETA-LACTAM","394","Animal","ESBL"
"ERR1211728","blaEC","BETA-LACTAM","5173","Animal","ESBL"
"ERR1211728","blaCTX-M-15","CEPHALOSPORIN","5173","Animal","ESBL"
"ERR1211729","blaTEM-1","BETA-LACTAM","1177","Animal","ESBL"
"ERR1211729","blaEC","BETA-LACTAM","1177","Animal","ESBL"
"ERR1211729","blaCTX-M-55","CEPHALOSPORIN","1177","Animal","ESBL"
"ERR1211730","blaCTX-M-15","CEPHALOSPORIN","58","Animal","ESBL"
"ERR1211730","blaEC","BETA-LACTAM","58","Animal","ESBL"
"ERR1211730","blaTEM-1","BETA-LACTAM","58","Animal","ESBL"
"ERR1211731","blaEC","BETA-LACTAM","167","Environment","ESBL"
"ERR1211731","blaCTX-M-15","CEPHALOSPORIN","167","Environment","ESBL"
"ERR1211731","blaOXA-1","CEPHALOSPORIN","167","Environment","ESBL"
"ERR1211732","blaEC","BETA-LACTAM","2852","Environment","ESBL"
"ERR1211732","blaTEM-1","BETA-LACTAM","2852","Environment","ESBL"
"ERR1211732","blaCTX-M-15","CEPHALOSPORIN","2852","Environment","ESBL"
"ERR1211733","blaCTX-M-15","CEPHALOSPORIN","48","Environment","ESBL"
"ERR1211733","blaEC","BETA-LACTAM","48","Environment","ESBL"
"ERR1211733","blaTEM","BETA-LACTAM","48","Environment","ESBL"
"ERR13583303","blaEC","BETA-LACTAM","8131","Human","ESBL"
"ERR13583303","blaCTX-M-15","CEPHALOSPORIN","8131","Human","ESBL"
"ERR13583304","blaTEM-1","BETA-LACTAM","58","Human","ESBL"
"ERR13583304","blaCTX-M-27","CEPHALOSPORIN","58","Human","ESBL"
"ERR13583304","blaEC","BETA-LACTAM","58","Human","ESBL"
"ERR13583305","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR13583305","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583305","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583308","blaCTX-M-15","CEPHALOSPORIN","773","Human","ESBL"
"ERR13583308","blaEC","BETA-LACTAM","773","Human","ESBL"
"ERR13583310","blaCTX-M-15","CEPHALOSPORIN","1147","Human","ESBL"
"ERR13583310","blaEC","BETA-LACTAM","1147","Human","ESBL"
"ERR13583311","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR13583311","blaCTX-M-15","CEPHALOSPORIN","2689","Human","ESBL"
"ERR13583313","blaTEM-1","BETA-LACTAM","38","Human","ESBL"
"ERR13583313","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR13583313","blaCTX-M-14","CEPHALOSPORIN","38","Human","ESBL"
"ERR13583315","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583315","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583316","blaCTX-M-15","CEPHALOSPORIN","226","Human","ESBL"
"ERR13583316","blaEC","BETA-LACTAM","226","Human","ESBL"
"ERR13583317","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR13583317","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR13583317","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583317","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR13583317","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583317","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR13583317","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR13583317","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583319","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR13583319","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR13583319","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR13583319","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583319","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583319","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR13583319","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR13583319","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583320","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583320","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583322","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR13583322","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"ERR13583323","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583323","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR13583323","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583324","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583324","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583325","blaCTX-M-15","CEPHALOSPORIN","501","Human","ESBL"
"ERR13583325","blaEC","BETA-LACTAM","501","Human","ESBL"
"ERR13583326","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583326","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583328","blaEC","BETA-LACTAM","393","Human","ESBL"
"ERR13583328","blaCTX-M-15","CEPHALOSPORIN","393","Human","ESBL"
"ERR13583329","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583329","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583331","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","44","Human","ESBL"
"ERR13583331","blaCTX-M-15","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583331","blaOXA-1","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583331","blaEC","BETA-LACTAM","44","Human","ESBL"
"ERR13583332","blaTEM-1","BETA-LACTAM","5455","Human","ESBL"
"ERR13583332","blaEC","BETA-LACTAM","5455","Human","ESBL"
"ERR13583332","blaCTX-M-15","CEPHALOSPORIN","5455","Human","ESBL"
"ERR13583333","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583333","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583334","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583334","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583336","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR13583336","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR13583336","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR13583337","blaCTX-M-15","CEPHALOSPORIN","746","Human","ESBL"
"ERR13583337","blaEC","BETA-LACTAM","746","Human","ESBL"
"ERR13583337","blaTEM-1","BETA-LACTAM","746","Human","ESBL"
"ERR13583338","blaCTX-M-15","CEPHALOSPORIN","746","Human","ESBL"
"ERR13583338","blaEC","BETA-LACTAM","746","Human","ESBL"
"ERR13583338","blaTEM-1","BETA-LACTAM","746","Human","ESBL"
"ERR13583342","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583342","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583342","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR13583342","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR13583345","blaTEM-1","BETA-LACTAM","315","Human","ESBL"
"ERR13583345","blaCTX-M-15","CEPHALOSPORIN","315","Human","ESBL"
"ERR13583345","blaEC","BETA-LACTAM","315","Human","ESBL"
"ERR13583347","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583347","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583347","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR13583350","blaCTX-M-15","CEPHALOSPORIN","1236","Human","ESBL"
"ERR13583350","blaEC","BETA-LACTAM","1236","Human","ESBL"
"ERR13583352","blaEC","BETA-LACTAM","46","Human","ESBL"
"ERR13583352","blaTEM-1","BETA-LACTAM","46","Human","ESBL"
"ERR13583352","blaCTX-M-15","CEPHALOSPORIN","46","Human","ESBL"
"ERR13583353","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583353","blaCTX-M-55","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583353","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583354","blaCTX-M-55","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583354","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583354","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583356","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR13583356","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR13583356","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR13583357","blaCTX-M-55","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583357","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583357","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583358","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583358","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583360","blaEC","BETA-LACTAM","44","Human","ESBL"
"ERR13583360","blaCTX-M-15","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583360","blaOXA-1","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583360","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","44","Human","ESBL"
"ERR13583361","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","44","Human","ESBL"
"ERR13583361","blaCTX-M-15","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583361","blaOXA-1","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583361","blaEC","BETA-LACTAM","44","Human","ESBL"
"ERR13583363","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583363","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583364","blaCTX-M-102","CEPHALOSPORIN","206","Human","ESBL"
"ERR13583364","blaEC","BETA-LACTAM","206","Human","ESBL"
"ERR13583365","blaEC","BETA-LACTAM","540","Human","ESBL"
"ERR13583365","blaCTX-M-15","CEPHALOSPORIN","540","Human","ESBL"
"ERR13583365","blaTEM-1","BETA-LACTAM","540","Human","ESBL"
"ERR13583367","blaCTX-M-15","CEPHALOSPORIN","773","Human","ESBL"
"ERR13583367","blaEC","BETA-LACTAM","773","Human","ESBL"
"ERR13583369","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","-","Human","ESBL"
"ERR13583369","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583369","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583369","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583369","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","-","Human","ESBL"
"ERR13583370","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583370","blaOXA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583370","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR13583372","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583372","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583373","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583373","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583374","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583374","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583375","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583375","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583376","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583376","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583376","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583378","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583378","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583382","blaCTX-M-15","CEPHALOSPORIN","457","Human","ESBL"
"ERR13583382","blaEC","BETA-LACTAM","457","Human","ESBL"
"ERR13583385","blaCTX-M-15","CEPHALOSPORIN","501","Human","ESBL"
"ERR13583385","blaEC","BETA-LACTAM","501","Human","ESBL"
"ERR13583386","blaCTX-M-27","CEPHALOSPORIN","1196","Human","ESBL"
"ERR13583386","blaEC","BETA-LACTAM","1196","Human","ESBL"
"ERR13583393","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583393","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR13583393","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583393","blaACT","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583394","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR13583394","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583394","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583397","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR13583397","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR13583397","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583401","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583401","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583402","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583402","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583403","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR13583403","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR13583403","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR13583403","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
